Nombre de la revista,Número de la contribución,Autor de la contribución,Roles,Seudónimo / Abreviatura del nombre,País de origen,Título de la contribución,Número del fascículo,Fecha de publicación,Traducción,Traductor,Lengua en la que aparece en la revista,Lengua original [si es traducción],Tipo de contribución [Género según investigador],Tipo de contribución según la revista,Dedicatoria,Obras reseñadas [solo se indica para el caso de las reseñas],Cantidad de páginas,Paginación,Comentarios
Panida,151,Redacción,Creador,⁂,Colombia,NA,5,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,80,
Panida,152,Andrés González Blanco,Creador,NA,España,NA,5,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,80,
Panida,153,NA,NA,NA,Colombia,"""Panida""",6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,154,NA,NA,NA,Colombia,Almacén británico,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,155,NA,NA,NA,Colombia,El espectador,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,156,NA,NA,NA,Colombia,´Progreso,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Publicación de la Sociedad de Mejoras Públicas [esta publicidad se repite en otros números]
Panida,157,NA,NA,NA,Colombia,El correo liberal,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,158,NA,NA,NA,Colombia,Dibujo-pintura-grabado,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,159,J. Toro Isaza,NA,NA,Colombia,Gestos maletas y alforjones,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,160,Gabriel Uribe Lince,NA,NA,Colombia,Lavado y planchado a vapor,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,161,Ricardo Rendón,Creador,NA,Colombia,Abel Farina,6,1915,No,NA,Español,NA,Imagen,NA,NA,NA,1,NA,
Panida,162,Antonio María Restrepo,Creador,Abel Farina,Colombia,Epicedio,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,NA,
Panida,163,Don Ramón de Valle Inclán,Creador,NA,España,"De ""Sonata de estío"" ",6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,81-82,
Panida,164,Roberto Jaramillo A.,Creador,NA,Colombia,"Sobre ""Crisálidas""",6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,82-83,
Panida,165,Becquer,Creador,NA,España,Rima,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,83,
Panida,166,Francis Jammes,Creador,NA,Francia,La inteligencia,6,1915,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1,84,
Panida,167,Félix Mejía Arango,Creador,C. R. Pino,Colombia,Cántiga de amistanzas de las Fijas Indias a la Madre España,6,1915,No,NA,Español,NA,Poesía,NA,J. Restrepo Rivera,NA,2,84-85,
Panida,168,José Manuel Mora,Creador,Juan Manuel Montenegro,Colombia,La abuelita,6,1915,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2,86-87,
Panida,169,León de Greiff,Creador,Juan CRISTÓBAL,Colombia,Gesta dolens,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,87,
Panida,170,Rafael Jaramillo Arango,Creador,Fernando Villalba,Colombia,Tankas,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,88-89,
Panida,171,Francisco Villa López,Creador,V. de LUSSICH,Colombia,Estancia,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,90,
Panida,172,Libardo Parra Toro,Creador,NA,Colombia,Rasgos,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,90,
Panida,173,Eduardo Vasco,Creador,Alhy CAVATINI,Colombia,Epistolario sentimental,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,91,
Panida,174,Teodomiro Isaza,Creador,Mosén Canijo,Colombia,Gamas,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,92,
Panida,175,Jorge Villa Carrasquilla,Creador,M. Carré,Colombia,Primeras paradas,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,92,
Panida,176,Fernando González,Creador,NA,Colombia,Meditaciones,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,93,
Panida,177,Francisco Villaespesa,Creador,NA,España,Toledo,6,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,94,
Panida,178,Redacción,Creador,⁂,Colombia,La caricatura,6,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,95,
Panida,179,Redacción,Creador,⁂,Colombia,NA,6,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,95,"Sobre la rima de Bequer, proveniente de la revista ""Por esos mundos"""
Panida,180,NA,Creador,NA,NA,Evaristo Carriego,6,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,95,Semblanza no firmada por la redacción
Panida,181,Vargas Vila,Creador,NA,Colombia,NA,6,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,95-96,
Panida,182,NA,NA,NA,Colombia,Osorio-Ángel Ingenieros,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,183,Jesús A. Merino,NA,NA,Colombia,Salón París,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,184,Antonio J. Uribe,NA,NA,Colombia,Antonio J. Uribe,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,185,NA,NA,NA,Colombia,La reina,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,186,NA,NA,NA,Colombia,Vino de Carne Quinado,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,187,NA,NA,NA,Colombia,"Los fósforos ""Olano""",6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,188,L. Gómez,NA,NA,Colombia,L. Gómez Cirujano dentista,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,189,Teodomiro Isaza,NA,NA,Colombia,Teodomiro Isaza,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Servicios de pintura y dibujo ofrecidos por Panida [esta publicidad se repite en otros números]
Panida,190,NA,NA,NA,Colombia,Talleres de aplanchado eléctrico,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,191,Eleázar Arango Ferrer / Emilio Correa U.,NA,NA,Colombia,Cemento antioqueño,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,192,Daniel Posada,NA,NA,Colombia,Sastrería Francesa,6,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,193,NA,NA,NA,Colombia,"""Panida""",7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,194,Ricardo Rendón,Creador,NA,Colombia,Antonio Merizalde,7,1915,No,NA,Español,NA,Imagen,NA,NA,NA,1,NA,
Panida,195,Antonio Merizalde,Creador,NA,Colombia,Canto de Esperanza,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,NA,
Panida,196,Andrés González Blanco,Creador,NA,España,Los poetas de América,7,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,97-98,
Panida,197,Antonio Merizalde,Creador,NA,Colombia,Versos de la noche,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,99,
Panida,198,Ricardo Rendón,Creador,NA,Colombia,Prólogo de los intereses creados,7,1915,No,NA,Español,NA,Imagen,NA,NA,NA,1,100,
Panida,199,Jacinto Benavente,Creador,NA,España,Prólogo de los intereses creados,7,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,100-101,
Panida,200,Ovidio Fernández Ríos,Creador,NA,Uruguay,A una vieja espada,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,102,
Panida,201,Libardo Parra Toro,Creador,NA,Colombia,Rasgos,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,102,
Panida,202,Fernando Isaza R.,Traductor,NA,Colombia,Epílogos,7,1915,No,NA,Español,NA,Reseña,NA,NA,Sonetos en prosa ,1,103,
Panida,203,Remy de Gourmont,Creador,NA,Francia,Tiene ella un cuerpo…,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,103-104,
Panida,204,Eduardo Vasco,Creador,Alhy CAVATINI,Colombia,Epistolario sentimental,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,105-106,
Panida,205,NA,Creador,Juan CRISTÓBAL,Colombia,Lied,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,106,
Panida,206,José Luis Restrepo J.,Creador,NA,Colombia,Ingenuas,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,107,
Panida,207,Teodomiro Isaza,Creador,Mosén Canijo,Colombia,Detalle,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,107,
Panida,208,NA,Creador,ATL,Colombia,Eva,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,108,
Panida,209,Fernando González,Creador,NA,Colombia,Meditaciones,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,108-109,
Panida,210,Aquilino Villegas,Creador,NA,Colombia,Rondel,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,109,
Panida,211,Rafael Jaramillo Arango,Creador,Fernando Villalba,Colombia,Canzonetta Capricciosa,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,110,
Panida,212,Redacción,Creador,⁂,Colombia,Antonio Merizalde,7,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,111,Semblanza
Panida,213,Redacción,Creador,⁂,Colombia,Nosotros,7,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,111,
Panida,214,Redacción,Creador,⁂,Colombia,Los intereses creados,7,1915,No,NA,Español,NA,Reseña,NA,NA,Intereses creados,2,111-112,Elogio
Panida,215,Redacción,Creador,⁂,Colombia,El poeta,7,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,112,
Panida,216,NA,NA,NA,Colombia,Osorio-Ángel Ingenieros,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,217,Abraham Moreno,NA,NA,Colombia,Libros recibidos,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,218,NA,NA,NA,Colombia,Vino de Carne Quinado,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,219,NA,NA,NA,Colombia,"Los fósforos ""Olano""",7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,220,NA,NA,NA,Colombia,La reina,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,221,NA,NA,NA,Colombia,"Light, more light…",7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Almacén de lámparas [esta publicidad se repite en otros números]
Panida,222,NA,NA,NA,Colombia,Las artes religiosas,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,223,NA,NA,NA,Colombia,Almacén británico,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,224,Carlos E. Rodríguez E.,NA,NA,Colombia,Fábrica de Carlos E. Rodríguez E.,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Fábrica de camisas y cuellos [esta publicidad se repite en otros números]
Panida,225,Jorge Escobar,NA,NA,Colombia,Librería Restrepo,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,"No ofertan libros, sino cajas de regalo [esta publicidad se repite en otros números]"
Panida,226,Jorge Escobar,NA,NA,Colombia,Imprenta Editorial,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,227,Antonio J. Cano,NA,NA,Colombia,Diccionario Salvat,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,228,Aleodato Sandino,NA,NA,Colombia,Agua Maravillosa del Harem,7,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,229,NA,NA,NA,Colombia,"""Panida""",8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,230,Andrés González Blanco,Creador,NA,Colombia,Los poetas de América,8,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3,113-115,
Panida,231,J. Bayona Posada,Creador,NA,Colombia,Tu pulsera,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,115,
Panida,232,Félix Mejía Arango,Creador,C. R. Pino,Colombia,Pierrot,8,1915,No,NA,Español,NA,Poesía,NA,T. Isaza,NA,2,117-118,
Panida,233,Eduardo Vasco,Creador,Alhy CAVATINI,Colombia,Epistolario sentimental,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,118-119,
Panida,234,Rafael Jaramillo Arango,Creador,Fernando Villalba,Colombia,Del jardín de Mayo,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,120,
Panida,235,Paul Fort,Creador,NA,Francia,Baladas,8,1915,Sí,González Martines,Español,Francés,Poesía,NA,NA,NA,1,121,
Panida,236,Paul Fort,Creador,NA,Francia,El buen tiempo ,8,1915,Sí,González Martines,Español,Francés,Poesía,NA,NA,NA,1,121,
Panida,237,NA,Creador,Aurelio ZALDIVAR,Colombia,Todo ha muerto,8,1915,No,NA,Español,NA,Poesía,NA,Czarina,NA,1,122,
Panida,238,Fernando González,Creador,NA,Colombia,Meditaciones,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,123-124,
Panida,239,NA,Creador,Juan CRISTÓBAL,Colombia,Cantos de la noche,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,124,
Panida,240,Juan Ramón Jiménez,Creador,NA,España,Hojas verdes,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,125,
Panida,241,José Manuel Mora,Creador,Juan Manuel Montenegro,Colombia,Melancolía,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,125-126,
Panida,242,Eduardo A. Palacio,Creador,NA,España,Oro y Sangre,8,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,126,
Panida,243,Tanorede de Visan,Creador,NA,Francia,Paul Fort,8,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,127-128,Semblanza
Panida,244,Redacción,Creador,⁂,Colombia,NA,8,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,128,
Panida,245,Redacción,Creador,⁂,Colombia,CVLTVRA,8,1915,No,NA,Español,NA,Reseña de revista,NA,NA,CVLTVRA,1,128,
Panida,246,NA,NA,NA,Colombia,Osorio-Ángel Ingenieros,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,247,NA,NA,NA,Colombia,El espectador,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,248,NA,NA,NA,Colombia,Progreso,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,249,NA,NA,NA,Colombia,El correo liberal,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,250,NA,NA,NA,Colombia,Dibujo-pintura-grabado,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,251,NA,NA,NA,Colombia,NA,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Declaran que en Panida los anuncios valen la mitad que en el resto de publicaciones [esta publicidad se repite en otros números]
Panida,252,NA,NA,NA,Colombia,Vino de Carne Quinado,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,253,NA,NA,NA,Colombia,"Los fósforos ""Olano""",8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,254,NA,NA,NA,Colombia,La reina,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,255,Teodomiro Isaza,NA,NA,Colombia,Teodomiro Isaza,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Pintura y dibujo
Panida,256,NA,NA,NA,Colombia,Almacén británico,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,257,Carlos E. Rodríguez E.,NA,NA,Colombia,Fábrica de Carlos E. Rodríguez E.,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,258,Jorge Escobar,NA,NA,Colombia,Librería Restrepo,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,259,Jorge Escobar,NA,NA,Colombia,Imprenta Editorial,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,260,Antonio J. Cano,NA,NA,Colombia,Diccionario Salvat,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,261,Adeoldato Sandino,NA,NA,Colombia,Agua Maravillosa del Harem,8,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,262,NA,NA,NA,Colombia,"""Panida""",9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,263,Andrés González Blanco,Creador,NA,España,Los poetas de América,9,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,129-130,
Panida,264,J. Restrepo Rivera,Creador,NA,Colombia,Dulce tristeza,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,131,
Panida,265,Guillermo Valencia,Creador,NA,Colombia,Mis votos,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,132-133,
Panida,266,Eugenio D'Ors,Creador,NA,España,Junio,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,134,
Panida,267,Eduardo Vasco,Creador,Alhy CAVATINI,Colombia,Rimas del alma,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,135,
Panida,268,Gabriel Miró,Creador,NA,Colombia,Parábola del Pino,9,1915,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,3,136-138,
Panida,269,NA,Creador,Aurelio ZALDIVAR,Colombia,El alma de la hora,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,139,
Panida,270,Fernando González,Creador,NA,Colombia,Meditaciones,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,139-140,
Panida,271,José Asunción Silva,Creador,NA,Colombia,Futura,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,141-142,
Panida,272,Enrique Díez Canedo ,Creador,NA,Colombia,Watteau,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,142,
Panida,273,Santiago Rusiñol,Creador,NA,España,NA,9,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,143,
Panida,274,Redacción,Creador,⁂,Colombia,Noche serena,9,1915,No,NA,Español,NA,Poesía,NA,NA,NA,2,143-144,
Panida,275,Redacción,Creador,⁂,Colombia,José A. Silva,9,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,144,
Panida,276,NA,NA,NA,Colombia,Almacén británico,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,277,Carlos E. Rodríguez E.,NA,NA,Colombia,Fábrica de Carlos E. Rodríguez E.,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,278,NA,NA,NA,Colombia,Vino de Carne Quinado,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,279,NA,NA,NA,Colombia,"Los fósforos ""Olano""",9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,280,NA,NA,NA,Colombia,La reina,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,281,NA,NA,NA,Colombia,"Light, more light…",9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,282,NA,NA,NA,Colombia,Las artes religiosas,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,283,NA,NA,NA,Colombia,Osorio-Ángel Ingenieros,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,284,NA,NA,NA,Colombia,Estudio y montaje de plantas eléctricas,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,285,NA,NA,NA,Colombia,El espectador,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,286,NA,NA,NA,Colombia,Progreso,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,287,NA,NA,NA,Colombia,El correo liberal,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,288,NA,NA,NA,Colombia,Dibujo-pintura-grabado,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,289,NA,NA,NA,Colombia,NA,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,290,NA,NA,NA,Colombia,Vino de Carne Quinado,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,291,NA,NA,NA,Colombia,"Los fósforos ""Olano""",9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,292,NA,NA,NA,Colombia,La reina,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,293,NA,NA,NA,Colombia,Teodomiro Isaza,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Dibujo y pintura [esta publicidad se repite en otros números]
Panida,294,NA,NA,NA,Colombia,Almacén británico,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,295,Carlos E. Rodríguez E.,NA,NA,Colombia,Fábrica de Carlos E. Rodríguez E.,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,296,Jorge Escobar,NA,NA,Colombia,Librería Restrepo,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,297,Jorge Escobar,NA,NA,Colombia,Imprenta Editorial,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,298,Antonio J. Cano,NA,NA,Colombia,Diccionario Salvat,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,299,Adeoldato Sandino,NA,NA,Colombia,Agua Maravillosa del Harem,9,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
Panida,300,Jacinto Benavente,Creador,NA,España,La senda del amor,10,1915,No,NA,Español,NA,Teatro,NA,NA,NA,4,145-148,
Panida,301,Félix Mejía Arango,Creador,C. R. Pino,Colombia,Allá en el cielo,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,148,
Panida,302,Gustavo Mejía,Creador,NA,Colombia,Las canciones del recuerdo,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,149,
Panida,303,Libardo Parra Toro,Creador,NA,Colombia,De gitanería,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,150,
Panida,304,Fernando González,Creador,Juan Matías,Colombia,Desde mi tinglado,10,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,151-152,
Panida,305,Ricardo Rendón,Creador,Daniel ZEGRI,Colombia,Soneto,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,153,
Panida,306,Rubén Darío,Creador,NA,Nicaragua,Dream,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,154,
Panida,307,Tomás Márquez,Creador,NA,Colombia,La cartera de Andrés,10,1915,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1,155,
Panida,308,E. Marquina,Creador,NA,España,Elegía,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,156,
Panida,309,Eduardo Vasco,Creador,Alhy CAVATINI,Colombia,Versos a Magda,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,157,
Panida,310,Rubén Darío,Creador,NA,Nicaragua,Caupolican,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,158,
Panida,311,Rubén Darío,Creador,NA,Nicaragua,Margarita,10,1915,No,NA,Español,NA,Poesía,NA,NA,NA,1,158,
Panida,312,Azorín,Creador,NA,España,NA,10,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,159,
Panida,313,Redacción,Creador,⁂,Colombia,La nueva edición de las obras de Rubén Darío,10,1915,No,NA,Español,NA,Reseña,NA,NA,"Muy siglo XVIII; Muy antiguo y muy moderno; Audaz, cosmopolita; Una sed de ilusiones infinita; Canto a la Argentina.",2,158-159,
Panida,314,Redacción,Creador,⁂,Colombia,Revista,10,1915,No,NA,Español,NA,Reseña de revista,NA,NA,Cultura; Revista moderna; Alpha; Lauros; La Pluma; Alianza; Alma nueva.,1,160,
Panida,315,Redacción,Creador,⁂,Colombia,NA,10,1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,160,
Panida,316,NA,NA,NA,Colombia,"""Panida""",10,1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,
